,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
25974,25975,2016-12-15 00:00:00,23 Uptown - 38th St - Highland Village [WB],Kenneth St & Ford Pkwy,44.917597,-93.184761,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.935,-93.112,9:00 - 10:00 am,74,-0.01740300000000161,-0.07276099999999985
25979,25980,2016-12-15 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Cedar St,44.947196,-93.093916,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.956,-93.045,10:00 - 11:00 am,63,-0.008804000000004919,-0.0489159999999913
25986,25987,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [EB],Franklin Ave E & Minnehaha Ave,44.962667,-93.244501,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.974,-93.273,10:00 - 11:00 am,BLUE,-0.011332999999993376,0.0284989999999965
25994,25995,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [EB],Minnehaha Ave & Lexington Pkwy,44.962969,-93.146785,83 HarMar Target - Lexington Av [ Minneapolis Metro Transit ],44.956,-93.156,11:00 am - 12:00 pm,83,0.006968999999998005,0.009215000000011742
25997,25998,2016-12-15 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,RED METRO Red Line [ Minnesota Valley Transit ],44.718,-93.215,11:00 am - 12:00 pm,RED,0.1358849999999947,-0.024271999999996297
26000,26001,2016-12-15 00:00:00,698 SW Transit - Express - Chaska - Chanhassen - Mpls [WB],Marquette Ave & 6th St - Stop Group D,44.977366,-93.270058,649 Express - Louisiana Av - Cedar Lake Rd- Mpls [ Minneapolis Metro Transit ],44.97,-93.345,5:00 - 6:00 pm,649,0.007366000000004647,0.07494199999999296
26003,26004,2016-12-15 00:00:00,698 SW Transit - Express - Chaska - Chanhassen - Mpls [WB],Marquette Ave & 6th St - Stop Group D,44.977366,-93.270058,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.948,-93.091,5:00 - 6:00 pm,94,0.029366000000003112,-0.17905800000001193
26005,26006,2016-12-15 00:00:00,698 SW Transit - Express - Chaska - Chanhassen - Mpls [WB],Marquette Ave & 8th St - Stop Group D,44.975419,-93.271723,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.972,-93.262,5:00 - 6:00 pm,19,0.003419000000000949,-0.009722999999993931
26010,26011,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Rice St & University Ave,44.955639,-93.10582,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.945,-93.087,11:00 am - 12:00 pm,GREEN,0.010638999999997623,-0.018819999999990955
26013,26014,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [WB],Wabasha St & 6th St,44.946427,-93.095085,70 St Clair Av - W 7St - Burns Av - Sunray [ Minneapolis Metro Transit ],44.951,-93.009,1:00 - 2:00 pm,70,-0.004573000000000604,-0.08608499999999708
26016,26017,2016-12-15 00:00:00,68 Jackson St - Robert St - 5th Av - Inver Hills [SB],Robert St & 6th St / 5th St - Arrive,44.947744,-93.091251,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.918,-93.19,1:00 - 2:00 pm,74,0.02974400000000088,0.09874899999999798
26021,26022,2016-12-15 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,75 Stryker - Robert - Parkview Plaza - Lake Cove Apts [ Minneapolis Metro Transit ],44.901,-93.08,2:00 - 3:00 pm,75,0.0475759999999994,-0.011015999999997916
26022,26023,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 4th St,44.944812,-93.093533,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.967,-93.018,2:00 - 3:00 pm,74,-0.022187999999999874,-0.07553299999999297
26025,26026,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 4th St,44.944812,-93.093533,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.983,-93.036,2:00 - 3:00 pm,64,-0.03818799999999811,-0.057532999999992285
26035,26036,2016-12-15 00:00:00,32 Robbinsdale - Lowry Av - Rosedale [WB],Lowry Ave NE & Monroe St NE,45.01321,-93.252324,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],44.987,-93.254,2:00 - 3:00 pm,10,0.026209999999998956,0.0016760000000033415
26040,26041,2016-12-15 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.877,-93.325,3:00 - 4:00 pm,515,-0.023115000000004216,0.08572800000000314
26044,26045,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 6th St - Arrive,44.946427,-93.095085,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.882,-93.206,3:00 - 4:00 pm,54,0.06442700000000201,0.11091500000000565
26050,26051,2016-12-15 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [SB],University Ave & Carleton St,44.963306,-93.196305,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.972,-93.232,3:00 - 4:00 pm,GREEN,-0.008693999999998425,0.03569500000000403
26054,26055,2016-12-15 00:00:00,68 Jackson St - Robert St - 5th Av - Inver Hills [SB],Robert St & 6th St / 5th St - Arrive,44.947744,-93.091251,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.976,-93.258,3:00 - 4:00 pm,GREEN,-0.02825599999999895,0.16674899999999582
26064,26065,2016-12-15 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [NB],Ford Pkwy & Cleveland Ave,44.918035,-93.187246,46 50St - 46St - 46St LRT- Highland Village [ Minneapolis Metro Transit ],44.903,-93.174,4:00 - 5:00 pm,46,0.015035000000004572,-0.013245999999995206
26068,26069,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [EB],Hiawatha O&M - Node & 17th Ave S,44.963463,-93.249436,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.98,-93.27,4:00 - 5:00 pm,BLUE,-0.01653699999999958,0.020563999999993143
26069,26070,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 4th St,44.944812,-93.093533,361 Express - Cottage Grove - St Paul [ Minneapolis Metro Transit ],44.806,-92.938,4:00 - 5:00 pm,361,0.1388120000000015,-0.15553299999999126
26070,26071,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [EB],Hiawatha O&M - Node & 17th Ave S,44.963463,-93.249436,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.973,-93.278,4:00 - 5:00 pm,BLUE,-0.009537000000001683,0.02856400000000292
26077,26078,2016-12-15 00:00:00,23 Uptown - 38th St - Highland Village [WB],38th St Station & Gate C,44.934706,-93.229626,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.873,-93.228,4:00 - 5:00 pm,BLUE,0.06170600000000093,-0.0016260000000016817
26083,26084,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [WB],4th St & Cedar St / Wabasha St,44.945199,-93.093101,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.928,-93.187,5:00 - 6:00 pm,74,0.01719900000000507,0.0938989999999933
26084,26085,2016-12-15 00:00:00,GREEN METRO Green Line [WB],Westgate Station,44.967591,-93.206566,30 Broadway Crosstown - Westgate Station [ Minneapolis Metro Transit ],45.0,-93.21,5:00 - 6:00 pm,30,-0.03240900000000124,0.003433999999998605
26093,26094,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [WB],University Ave & Raymond Ave,44.964015,-93.197394,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.236,5:00 - 6:00 pm,GREEN,-0.010984999999998024,0.03860600000000147
26109,26110,2016-12-15 00:00:00,GREEN METRO Green Line [WB],Robert St Station,44.954168,-93.097548,68 Jackson St - Robert St - 5th Av - Inver Hills [ Minneapolis Metro Transit ],44.901,-93.048,6:30 - 7:00 pm,68,0.05316799999999944,-0.04954800000000148
26112,26113,2016-12-15 00:00:00,GREEN METRO Green Line [WB],Lexington Pkwy Station,44.955802,-93.146863,83 HarMar Target - Lexington Av [ Minneapolis Metro Transit ],44.93,-93.145,7:00 - 8:00 pm,83,0.02580199999999877,-0.00186300000000017
26141,26142,2016-12-15 00:00:00,BLUE METRO Blue Line [NB],Franklin Ave Station,44.962443,-93.246923,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [ Minneapolis Metro Transit ],44.95,-93.231,8:00 - 9:00 pm,7,0.01244299999999754,-0.015923000000000798
26148,26149,2016-12-15 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.926,-93.127,8:00 - 9:00 pm,74,0.020069999999996924,0.034797999999995
26156,26157,2016-12-20 00:00:00,717 Brooklyn Center - Robbinsdale-Plymouth [WB],Robbinsdale Transit Center & Gate A,45.030059,-93.339454,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.994,-93.249,8:00 - 9:00 am,14,0.03605900000000162,-0.09045400000000825
26199,26200,2016-12-20 00:00:00,717 Brooklyn Center - Robbinsdale-Plymouth [WB],Brooklyn Center Transit & Gate B,45.059585,-93.317647,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.015,-93.295,10:00 - 11:00 am,5,0.044584999999997876,-0.02264699999999209
26216,26217,2016-12-20 00:00:00,288 Express - Forest Lake - Mpls [NB],2nd Ave S & 6th St - Stop Group E,44.977088,-93.268286,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.972,-93.231,4:00 - 5:00 pm,GREEN,0.0050880000000006476,-0.03728600000000881
26229,26230,2016-12-20 00:00:00,288 Express - Forest Lake - Mpls [NB],2nd Ave S & 8th St - Stop Group E,44.975155,-93.269924,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.972,-93.262,4:00 - 5:00 pm,19,0.003154999999999575,-0.007924000000002707
26230,26231,2016-12-20 00:00:00,723 Starlite - North Henn Comm College - Brooklyn Ctr [SB],Starlite Transit Center & Gate C,45.093493,-93.379228,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],45.043,-93.309,3:00 - 4:00 pm,724,0.05049300000000301,-0.07022800000000018
26235,26236,2016-12-20 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],44.982,-93.246,6:30 - 7:00 pm,10,-0.0019969999999958077,-0.02714400000000694
26241,26242,2016-12-20 00:00:00,GREEN METRO Green Line [WB],Fairview Ave Station,44.95632,-93.178405,87 Rosedale - U of M St Paul - Cleveland Av [ Minneapolis Metro Transit ],44.93,-93.176,8:00 - 9:00 pm,87,0.026319999999998345,-0.0024049999999959937
26258,26259,2016-12-21 00:00:00,365 Express - Cottage Grove - Mpls [SB],6th St S & Marquette Ave,44.977264,-93.27022,747 Plymouth - Express - Station 73 - Mpls [ Minneapolis Metro Transit ],44.994,-93.453,4:00 - 5:00 pm,747,-0.01673600000000164,0.18278000000000816
26263,26264,2016-12-21 00:00:00,365 Express - Cottage Grove - Mpls [SB],6th St & Hennepin Ave,44.978847,-93.273873,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.973,-93.291,4:00 - 5:00 pm,6,0.005847000000002822,0.017127000000002113
26296,26297,2016-12-21 00:00:00,GREEN METRO Green Line [EB],Snelling Ave Station,44.955663,-93.166721,ALINE A-Line Rapid Transit,45.006,-93.166,5:00 - 6:00 pm,ALINE,-0.050336999999998966,-0.0007209999999986394
26297,26298,2016-12-21 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.977,-93.275,5:00 - 6:00 pm,4,0.0030030000000067503,0.0018560000000036325
26302,26303,2016-12-21 00:00:00,BLUE METRO Blue Line [SB],46th St Station,44.920808,-93.220028,ALINE A-Line Rapid Transit,44.947,-93.175,6:00 - 6:30 pm,ALINE,-0.02619200000000177,-0.045028000000002066
26314,26315,2016-12-21 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.882,-93.206,6:30 - 7:00 pm,BLUE,0.09296000000000504,-0.05367099999999425
26322,26323,2016-12-21 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.873,-93.228,7:00 - 8:00 pm,BLUE,0.10196000000000538,-0.03167100000000289
26369,26370,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],45.013,-93.226,3:00 - 4:00 pm,4,-0.032996999999994614,-0.04714400000000296
26371,26372,2016-12-22 00:00:00,GREEN METRO Green Line [WB],10th St Station,44.950568,-93.097372,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.973,-93.102,3:00 - 4:00 pm,62,-0.022432000000002006,0.004628000000010957
26373,26374,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.999,-93.296,4:00 - 5:00 pm,14,-0.01899699999999882,0.02285600000000443
26378,26379,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.02,-93.309,5:00 - 6:00 pm,19,-0.039996999999999616,0.03585599999999545
26379,26380,2016-12-22 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.883,-93.211,6:00 - 6:30 pm,BLUE,0.09196000000000026,-0.0486709999999988
26380,26381,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.004,-93.308,6:30 - 7:00 pm,19,-0.023996999999994273,0.03485600000000488
26381,26382,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.962,-93.277,6:30 - 7:00 pm,18,0.018003000000000213,0.0038559999999989714
26387,26388,2016-12-22 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.982,-93.269,8:00 - 9:00 pm,6,-0.0019969999999958077,-0.004143999999996595
26413,26414,2016-12-27 00:00:00,579 Express - U of M - Southdale [NB],Interstate 35W & 46th St Station - Gate C,44.919652,-93.274758,46 50St - 46St - 46St LRT- Highland Village [ Minneapolis Metro Transit ],44.906,-93.308,7:00 - 8:00 am,46,0.013652000000000442,0.033242000000001326
26438,26439,2016-12-28 00:00:00,364 Express - Newport - Cottage Grove - St Paul [SB],Smith Ramp & Layover Node,44.946184,-93.103322,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.912,-93.146,4:00 - 5:00 pm,54,0.03418400000000332,0.04267799999999511
26443,26444,2016-12-28 00:00:00,364 Express - Newport - Cottage Grove - St Paul [SB],5th St & Minnesota St,44.94675,-93.092095,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.102,4:00 - 5:00 pm,GREEN,-0.00824999999999676,0.009905000000003383
26445,26446,2016-12-28 00:00:00,364 Express - Newport - Cottage Grove - St Paul [SB],5th St & Minnesota St,44.94675,-93.092095,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.979,-93.273,4:00 - 5:00 pm,GREEN,-0.03224999999999767,0.18090499999999565
26446,26447,2016-12-28 00:00:00,364 Express - Newport - Cottage Grove - St Paul [SB],Smith Ramp & Layover Node,44.946184,-93.103322,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.946,-93.115,4:00 - 5:00 pm,21,0.00018400000000440286,0.011677999999989197
26461,26462,2016-12-29 00:00:00,265 Express - White Bear Lake - Maplewood - St Paul [NB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.953,-93.097,5:00 - 6:00 pm,GREEN,-0.007066000000001793,0.0031789999999887186
26467,26468,2016-12-29 00:00:00,265 Express - White Bear Lake - Maplewood - St Paul [NB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.102,5:00 - 6:00 pm,GREEN,-0.009065999999997132,0.008178999999998382
26583,26584,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Marquette Ave & 10th St - Stop Group D,44.973523,-93.273283,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.956,-93.285,6:00 - 7:00 am,4,0.01752299999999707,0.011716999999990207
26586,26587,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Marquette Ave & 4th St - Stop Group D,44.979315,-93.268447,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.016,-93.305,6:00 - 7:00 am,19,-0.036684999999998524,0.03655300000001205
26587,26588,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Marquette Ave & 4th St - Stop Group D,44.979315,-93.268447,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],45.003,-93.266,6:00 - 7:00 am,11,-0.0236850000000004,-0.00244699999998943
26589,26590,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Washington Ave & Willey Hall,44.972594,-93.243422,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.99,-93.246,6:00 - 7:00 am,2,-0.017406000000001143,0.002577999999999747
26590,26591,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Interstate 35W & Lake St E,44.948366,-93.275076,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],44.935,-93.236,6:00 - 7:00 am,22,0.013365999999997769,-0.03907599999999434
26593,26594,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Interstate 35W & Lake St E,44.948366,-93.275076,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.947,-93.258,7:00 - 8:00 am,21,0.0013659999999973138,-0.017076000000002978
26594,26595,2017-01-02 00:00:00,684 SW Transit - Express - Eden Prairie - Southdale [WB],Interstate 35W & Lake St E,44.948366,-93.275076,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],44.996,-93.289,7:00 - 8:00 am,22,-0.047634000000002175,0.013924000000002934
26599,26600,2017-01-03 00:00:00,ALINE Northbound A-Line Rapid Transit,Snelling & Grand Station,44.939976,-93.166884,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.939,-93.154,6:00 - 7:00 am,63,0.0009760000000014202,-0.012883999999999673
26603,26604,2017-01-03 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],Wall St & 7th St,44.951355,-93.087222,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.955,-93.059,6:00 - 7:00 am,63,-0.003644999999998788,-0.028221999999999525
26610,26611,2017-01-03 00:00:00,ALINE Southbound A-Line Rapid Transit,Snelling & Grand Station,44.939973,-93.16712,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.939,-93.154,7:00 - 8:00 am,63,0.000973000000001889,-0.013120000000000687
26612,26613,2017-01-03 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [WB],Maplewood Mall Transit Center & Gate D/E,45.028857,-93.024179,270 Express - Mahtomedi - Maplewood - Minneapolis [ Minneapolis Metro Transit ],45.063,-92.994,7:00 - 8:00 am,270,-0.034143000000000256,-0.030179000000003953
26619,26620,2017-01-03 00:00:00,ALINE Northbound A-Line Rapid Transit,46th St & 46th Ave Station,44.919665,-93.207781,23 Uptown - 38th St - Highland Village [ Minneapolis Metro Transit ],44.93,-93.208,7:00 - 8:00 am,23,-0.010334999999997763,0.0002190000000013015
26628,26629,2017-01-03 00:00:00,118 Ltd Stop - Central Av - Lowry Av - U of M [SB],New Brighton Blvd & Quarry Center,45.004905,-93.227551,825 Ltd Stop - Northtown - St. Anthony - Mpls [ Minneapolis Metro Transit ],45.03,-93.225,7:00 - 8:00 am,825,-0.02509500000000031,-0.002551000000011072
