,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
90,91,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,887 Express - St Cloud Link [ Minneapolis Metro Transit ],45.564,-94.167,6:00 - 7:00 am,887,-0.5809640000000016,0.8895499999999998
92,93,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.003,-93.308,6:00 - 7:00 am,19,-0.019964000000001647,0.030550000000005184
94,95,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.881,-93.312,6:00 - 6:30 pm,6,0.09900300000000328,0.03885599999999556
96,97,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.039,-93.345,6:00 - 7:00 am,5,-0.05899699999999797,0.07185599999999681
97,98,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.003,-93.308,6:00 - 7:00 am,19,-0.019964000000001647,0.030550000000005184
98,99,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],44.965,-93.272,6:00 - 7:00 am,11,0.0150030000000001,-0.0011439999999964812
100,101,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],45.077,-93.293,6:00 - 7:00 am,22,-0.09396399999999971,0.015550000000004616
101,102,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [ Minneapolis Metro Transit ],45.184,-93.342,6:00 - 7:00 am,888,-0.20096399999999903,0.064549999999997
102,103,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.947,-93.276,7:00 - 8:00 am,18,0.03300300000000078,0.0028559999999941965
104,105,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,854 Express - Paul Pkwy - Northdale - Northtown - Mpls [ Minneapolis Metro Transit ],45.071,-93.263,6:00 - 7:00 am,854,-0.09250899999999973,-0.006911999999999807
105,106,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [ Minneapolis Metro Transit ],45.189,-93.869,6:00 - 7:00 am,888,-0.2059640000000016,0.591549999999998
106,107,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,766 Express - Champlin - Noble P&R - West River Rd [ Minneapolis Metro Transit ],45.186,-93.408,6:00 - 7:00 am,766,-0.20750900000000172,0.1380879999999962
107,108,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Lexington Pkwy Station,44.95568,-93.146275,83 HarMar Target - Lexington Av [ Minneapolis Metro Transit ],45.008,-93.161,6:00 - 7:00 am,83,-0.0523200000000017,0.014724999999998545
111,112,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.951,-93.247,6:00 - 7:00 am,BLUE,0.023960000000002424,-0.012670999999997434
112,113,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.913,-93.105,7:00 - 8:00 am,62,0.03307000000000215,0.01279800000000364
113,114,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,535 Ltd Stop - South Bloomington - Richfield - Mpls [ Minneapolis Metro Transit ],44.865,-93.288,6:00 - 7:00 am,535,0.11177800000000104,0.02213899999999569
114,115,2016-05-04 00:00:00,GREEN METRO Green Line [EB],East Bank Station,44.973654,-93.231177,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.986,-93.244,6:00 - 7:00 am,2,-0.01234599999999375,0.012822999999997364
116,117,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.941,-93.294,6:00 - 7:00 am,4,0.03900300000000101,0.02085599999999488
117,118,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,59 Ltd Stop - Blaine - Hwy 65 - Central - Mpls [ Minneapolis Metro Transit ],45.143,-93.235,6:00 - 7:00 am,59,-0.16299699999999717,-0.03814400000000262
121,122,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.929,-93.101,7:00 - 8:00 am,62,0.01706999999999681,0.008797999999998751
122,123,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.943,-93.231,6:00 - 7:00 am,BLUE,0.031960000000005095,-0.028671000000002778
124,125,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.025,-93.296,7:00 - 8:00 am,5,-0.04499699999999507,0.02285600000000443
127,128,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],44.943,-93.28,7:00 - 8:00 am,11,0.031960000000005095,0.020329000000003816
130,131,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,854 Express - Paul Pkwy - Northdale - Northtown - Mpls [ Minneapolis Metro Transit ],45.102,-93.267,7:00 - 8:00 am,854,-0.12350899999999854,-0.0029120000000091295
132,133,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,578 Express - Edina - Southdale - Mpls [ Minneapolis Metro Transit ],44.982,-93.265,7:00 - 8:00 am,578,-0.0035090000000010946,-0.004912000000004468
133,134,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],45.016,-93.271,6:00 - 7:00 am,11,-0.03599699999999473,-0.002144000000001256
138,139,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Western Ave Station,44.955837,-93.116366,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.991,-93.105,7:00 - 8:00 am,62,-0.03516299999999717,-0.011365999999995324
139,140,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Capitol / Rice St Station,44.955749,-93.105534,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.979,-93.059,7:00 - 8:00 am,64,-0.02325100000000191,-0.04653400000000829
140,141,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.961,-93.03,7:00 - 8:00 am,63,-0.012834999999995489,-0.05688899999999819
144,145,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.967,-93.073,7:00 - 8:00 am,64,-0.018834999999995716,-0.013889000000006035
145,146,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Snelling Ave Station,44.955663,-93.166721,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.941,-93.23,7:00 - 8:00 am,21,0.01466299999999876,0.06327900000000852
147,148,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,361 Express - Cottage Grove - St Paul [ Minneapolis Metro Transit ],44.823,-92.946,7:00 - 8:00 am,361,0.12516500000000264,-0.14088900000000137
150,151,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.998,-93.036,7:00 - 8:00 am,64,-0.0519299999999987,-0.056201999999998975
152,153,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.953,-93.022,8:00 - 9:00 am,63,-0.004834999999999923,-0.06488899999999376
164,165,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,351 Express - Woodbury - St Paul [ Minneapolis Metro Transit ],44.934,-92.912,7:00 - 8:00 am,351,0.012070000000001357,-0.1802019999999942
167,168,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.96,-93.066,7:00 - 8:00 am,74,-0.01183499999999782,-0.020888999999996827
171,172,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Nicollet Mall Station,44.97859,-93.26999,467 Express - Lakeville-Minneapolis [ Minneapolis Metro Transit ],44.694,-93.258,7:00 - 8:00 am,467,0.28458999999999435,-0.011990000000011491
175,176,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,364 Express - Newport - Cottage Grove - St Paul [ Minneapolis Metro Transit ],44.844,-92.996,7:00 - 8:00 am,364,0.10206999999999766,-0.09620200000000523
187,188,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Fairview Ave Station,44.95632,-93.178405,67 W Minnehaha - Raymond Sta - Hiawatha [ Minneapolis Metro Transit ],44.965,-93.158,8:00 - 9:00 am,67,-0.00868000000000535,-0.020404999999996676
196,197,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [ Minneapolis Metro Transit ],45.18,-93.349,8:00 - 9:00 am,888,-0.19696400000000125,0.071550000000002
201,202,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Government Plaza Station,44.976854,-93.265927,755 Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av [ Minneapolis Metro Transit ],45.03,-93.391,8:00 - 9:00 am,755,-0.05314599999999814,0.12507300000000043
202,203,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,760 Express - Zane Av - 63rd Av - 65th Av P&R - Mpls [ Minneapolis Metro Transit ],45.069,-93.34,8:00 - 9:00 am,760,-0.0889969999999991,0.06685600000000136
207,208,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.906,-93.215,8:00 - 9:00 am,BLUE,0.06896000000000413,-0.04467099999999391
208,209,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.982,-93.308,8:00 - 9:00 am,19,-0.0019969999999958077,0.03485600000000488
210,211,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,250 Express - St Josephs P&R - 95Av P&R - Mpls [ Minneapolis Metro Transit ],45.197,-93.18,8:00 - 9:00 am,250,-0.21699699999999922,-0.09314399999999523
218,219,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,781 Maple Grove - Express - Maple Grove Station [ Minneapolis Metro Transit ],45.105,-93.438,8:00 - 9:00 am,781,-0.12499699999999336,0.16485600000000034
219,220,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Capitol / Rice St Station,44.955749,-93.105534,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.974,-93.114,8:00 - 9:00 am,3,-0.01825099999999935,0.00846599999999853
221,222,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,554 Express - Bloomington - Nicollet Av - Mpls [ Minneapolis Metro Transit ],44.897,-93.278,8:00 - 9:00 am,554,0.07977800000000457,0.012139000000004785
226,227,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.968,-93.248,8:00 - 9:00 am,BLUE,0.006959999999999411,-0.01167099999999266
227,228,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.963,-93.288,8:00 - 9:00 am,4,0.017003000000002544,0.014855999999994651
230,231,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.869,-93.29,8:00 - 9:00 am,4,0.11100300000000374,0.0168560000000042
231,232,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.965,-93.263,8:00 - 9:00 am,5,0.0150030000000001,-0.010143999999996822
238,239,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.936,-93.276,8:00 - 9:00 am,18,0.04400300000000357,0.0028559999999941965
239,240,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.991,-93.295,9:00 - 10:00 am,5,-0.012509000000001436,0.02508799999999667
241,242,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Snelling Ave Station,44.955663,-93.166721,84 Rosedale - Snelling - 46th St LRT - Sibley Plaza [ Minneapolis Metro Transit ],44.913,-93.188,9:00 - 10:00 am,84,0.04266300000000456,0.02127900000000693
242,243,2016-05-04 00:00:00,GREEN METRO Green Line [EB],East Bank Station,44.973654,-93.231177,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.99,-93.221,8:00 - 9:00 am,3,-0.01634599999999864,-0.01017699999999877
243,244,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Hamline Ave Station,44.955671,-93.156624,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.948,-93.18,9:00 - 10:00 am,21,0.007671000000001982,0.023376000000013164
247,248,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,824 Ltd Stop - Northtown - Monroe - University - Mpls [ Minneapolis Metro Transit ],45.047,-93.259,8:00 - 9:00 am,824,-0.07203999999999411,-0.0006709999999969796
249,250,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.932,-93.29,8:00 - 9:00 am,5,0.04649099999999606,0.020088000000001216
255,256,2016-05-04 00:00:00,GREEN METRO Green Line [EB],West Bank Station,44.972024,-93.245553,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.962,-93.25,9:00 - 10:00 am,BLUE,0.01002399999999426,0.0044469999999989795
256,257,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],45.036,-93.029,9:00 - 10:00 am,64,-0.08993000000000251,-0.06320200000000398
258,259,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,781 Maple Grove - Express - Maple Grove Station [ Minneapolis Metro Transit ],45.215,-93.632,9:00 - 10:00 am,781,-0.23822200000000038,0.366139000000004
261,262,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.94,-93.296,9:00 - 10:00 am,6,0.040003000000005784,0.02285600000000443
263,264,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.934,-93.225,9:00 - 10:00 am,BLUE,0.040960000000005437,-0.034671000000003005
265,266,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.959,-93.079,9:00 - 10:00 am,64,-0.012930000000004327,-0.01320200000000682
266,267,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Dale St Station,44.955761,-93.126602,65 Dale St - Co Rd B - Rosedale [ Minneapolis Metro Transit ],44.951,-93.126,9:00 - 10:00 am,65,0.004761000000002014,-0.0006020000000006576
274,275,2016-05-04 00:00:00,GREEN METRO Green Line [EB],West Bank Station,44.972024,-93.245553,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.963,-93.231,9:00 - 10:00 am,2,0.00902399999999659,-0.014553000000006477
276,277,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.938,-93.105,9:00 - 10:00 am,54,0.008069999999996469,0.01279800000000364
277,278,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Capitol / Rice St Station,44.955749,-93.105534,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.984,-93.109,9:00 - 10:00 am,62,-0.028251000000004467,0.003465999999988867
279,280,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.964,-93.042,9:00 - 10:00 am,74,-0.01792999999999978,-0.05020199999999875
280,281,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],45.013,-93.247,9:00 - 10:00 am,10,-0.0345089999999999,-0.02291200000000515
282,283,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.975,-93.061,9:00 - 10:00 am,64,-0.028930000000002565,-0.03120199999999329
290,291,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.962,-93.055,10:00 - 11:00 am,74,-0.01593000000000444,-0.03720199999999352
295,296,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Snelling Ave Station,44.955663,-93.166721,84 Rosedale - Snelling - 46th St LRT - Sibley Plaza [ Minneapolis Metro Transit ],44.932,-93.167,9:00 - 10:00 am,84,0.0236629999999991,0.00027900000000613545
301,302,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,250 Express - St Josephs P&R - 95Av P&R - Mpls [ Minneapolis Metro Transit ],45.093,-93.206,9:00 - 10:00 am,250,-0.1145090000000053,-0.06391200000000197
303,304,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,68 Jackson St - Robert St - 5th Av - Inver Hills [ Minneapolis Metro Transit ],44.941,-93.085,9:00 - 10:00 am,68,0.005069999999996355,-0.007202000000006592
309,310,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.963,-93.068,10:00 - 11:00 am,74,-0.01693000000000211,-0.0242020000000025
319,320,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],44.992,-93.291,10:00 - 11:00 am,22,-0.011996999999993818,0.017855999999994765
320,321,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.985,-93.313,10:00 - 11:00 am,19,-0.001964000000000965,0.03555000000000064
321,322,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.936,-93.119,10:00 - 11:00 am,74,0.01216500000000309,0.032111000000000445
325,326,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.978,-93.285,10:00 - 11:00 am,9,0.0020030000000019754,0.011855999999994538
326,327,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Capitol / Rice St Station,44.955749,-93.105534,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.968,-93.116,10:00 - 11:00 am,3,-0.012251000000006229,0.010465999999993869
327,328,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Dale St Station,44.955761,-93.126602,65 Dale St - Co Rd B - Rosedale [ Minneapolis Metro Transit ],44.98,-93.13,10:00 - 11:00 am,65,-0.02423899999999435,0.00339799999999002
329,330,2016-05-04 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.901,-93.205,10:00 - 11:00 am,BLUE,0.07395999999999958,-0.054670999999999026
333,334,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],45.002,-93.304,10:00 - 11:00 am,14,-0.021996999999998934,0.030855999999999995
334,335,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],45.009,-93.269,10:00 - 11:00 am,11,-0.02899699999999683,-0.004143999999996595
340,341,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,17 Minnetonka Blvd - Uptown - Washington St NE [ Minneapolis Metro Transit ],44.994,-93.249,10:00 - 11:00 am,17,-0.01550900000000155,-0.02091200000000981
341,342,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.913,-93.279,10:00 - 11:00 am,18,0.06700300000000681,0.00585599999999431
344,345,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.997,-93.287,10:00 - 11:00 am,14,-0.016996999999996376,0.013856000000004087
348,349,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.946,-93.298,10:00 - 11:00 am,6,0.03400300000000556,0.024855999999999767
352,353,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Nicollet Mall Station,44.978491,-93.269912,17 Minnetonka Blvd - Uptown - Washington St NE [ Minneapolis Metro Transit ],44.946,-93.384,10:00 - 11:00 am,17,0.03249100000000027,0.1140879999999953
355,356,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Raymond Ave Station,44.963332,-93.195861,87 Rosedale - U of M St Paul - Cleveland Av [ Minneapolis Metro Transit ],45.012,-93.174,11:00 - 12:00 pm,87,-0.04866799999999927,-0.02186099999998703
356,357,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],44.996,-93.249,10:00 - 11:00 am,10,-0.015996999999998707,-0.024144000000006827
357,358,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.969,-93.276,10:00 - 11:00 am,5,0.014035999999997273,-0.0014500000000055024
358,359,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.964,-93.279,11:00 - 12:00 pm,18,0.016003000000004874,0.00585599999999431
363,364,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.972,-93.277,11:00 - 12:00 pm,18,0.01103599999999716,-0.0004500000000007276
365,366,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],45.043,-93.245,11:00 - 12:00 pm,10,-0.06299699999999575,-0.028143999999997504
367,368,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Raymond Ave Station,44.963244,-93.195938,87 Rosedale - U of M St Paul - Cleveland Av [ Minneapolis Metro Transit ],44.927,-93.187,10:00 - 11:00 am,87,0.036244000000003496,-0.008938000000000557
371,372,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.978,-93.409,11:00 - 12:00 pm,BLUE,-0.001221999999998502,0.143139000000005
374,375,2016-05-04 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.962,-93.073,11:00 - 12:00 pm,64,-0.013835000000000264,-0.013889000000006035
376,377,2016-05-04 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],45.02,-93.328,10:00 - 11:00 am,14,-0.03696400000000466,0.050550000000001205
